VmhNames,MetNames,MetaNetX,CHEBI,HMDB,SwissLipids,VMH,InChIkey,InChIkey2D
3dphb,3-decaprenyl-4-hydroxybenzoate,MNXM1526006,,HMDB0304119,,3dphb,CMPNJZREBHCPHN-UHFFFAOYSA-M,CMPNJZREBHCPHN
3dsphgn,3-oxosphinganine,MNXM478447,58299,HMDB0001480,SLM:000000384,3dsphgn,KBUNOSOGGAARKZ-KRWDZBQOSA-O,KBUNOSOGGAARKZ
3h26dm5coa,"3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA",MNXM1104611,,HMDB0004601,,3h26dm5coa,LQMGDAUBYDSVAK-VEQIRKQXSA-N,LQMGDAUBYDSVAK
3h3mglt,3-hydroxy-3-methylglutarate,MNXM731593,17325,HMDB0000355,SLM:000000862,3h3mglt,NPOAOTPXWNWTSH-UHFFFAOYSA-L,NPOAOTPXWNWTSH
3hadicoa,3-hydroxyadipyl-CoA,MNXM1364948,70990,HMDB0062352,,3hadicoa,OTEACGAEDCIMBS-FOLKQPSDSA-I,OTEACGAEDCIMBS
3hadpac,3-Hydroxyadipic acid,MNXM36510,89205,HMDB0000345,,3hadpac,YVOMYDHIQVMMTA-UHFFFAOYSA-N,YVOMYDHIQVMMTA
3hanthrn,3-hydroxyanthranilate,MNXM1108156,36559,HMDB0001476,,3hanthrn,WJXSWCUQABXPFS-UHFFFAOYSA-M,WJXSWCUQABXPFS
3hbcoa,(3S)-3-hydroxybutanoyl-CoA,MNXM1105912,57316,HMDB0303997,SLM:000001032,3hbcoa,QHHKKMYHDBRONY-VKBDFPRVSA-J,QHHKKMYHDBRONY
3hbcoa_R,(3R)-3-hydroxybutanoyl-CoA,MNXM1365409,57315,HMDB0001166,SLM:000389933,3hbcoa_R,QHHKKMYHDBRONY-WZZMXTMRSA-J,QHHKKMYHDBRONY
3hcinnm,(2E)-3-(3-hydroxyphenyl)prop-2-enoate,MNXM1107995,47928,HMDB0001713,,3hcinnm,KKSDGJDHHZEWEP-SNAWJCMRSA-M,KKSDGJDHHZEWEP
3hdcoa,(3S)-hydroxydecanoyl-CoA,MNXM1363394,62616,HMDB0303998,SLM:000001027,3hdcoa,HIVSMYZAMUNFKZ-PNPVFPMQSA-J,HIVSMYZAMUNFKZ
3hddcoa,(3S)-3-hydroxydodecanoyl-CoA,MNXM1365093,62558,,SLM:000001023,3hddcoa,IJFLXRCJWPKGKJ-LXIXEQKWSA-J,IJFLXRCJWPKGKJ
3hdeccoa,3-hydroxyhexadecenoylcoa,MNXM1529740,,,,3hdeccoa,DEHLMTDDPWDRDR-RVJYYEILSA-J,DEHLMTDDPWDRDR
3hdececrn,3-hydroxyhexadecenoylcarnitine,MNXM1529741,,,,3hdececrn,WAGYLURELCUJPG-UHFFFAOYSA-N,WAGYLURELCUJPG
3hexdcoa,(S)-3-Hydroxyhexadecanoyl-CoA,MNXM1365627,,HMDB0003932,,3hexdcoa,DEHLMTDDPWDRDR-QQOJFMBSSA-N,DEHLMTDDPWDRDR
3hexdcrn,3-hydroxyhexadecanoylcarnitine,MNXM727450,,,,3hexdcrn,MHJOYNGEDDXLLU-LBAQZLPGSA-N,MHJOYNGEDDXLLU
3hexdtetcoa,"3,7,10,13-hexadecatetraenoylcoa",MNXM1529742,,,,3hexdtetcoa,RDUFPHXVOIEKMV-AEHFQIQPSA-J,RDUFPHXVOIEKMV
3hexdtricoa,"3Z,7Z,10Z-hexadecatrienoyl-CoA",MNXM1529803,,,,CE2442,ZNIIDPYHPPJCFQ-MBSONTKYSA-J,ZNIIDPYHPPJCFQ
3hglutcoa,(S)-3-hydroxyglutaryl-CoA,MNXM1129882,177916,,,3hglutcoa,IIYZSYKTQRIPRG-UPWLPGGHSA-I,IIYZSYKTQRIPRG
3hibup_R,compound 0048591,MNXM1380615,,,,3hibup_R,GSVPDLNMVPXACN-UHFFFAOYSA-M,GSVPDLNMVPXACN
3hibup_S,3-Hydroxyibuprofen,MNXM1371888,180749,HMDB0060921,,3hibup_S,HFAIHLSDLUYLQA-UHFFFAOYSA-N,HFAIHLSDLUYLQA
3hibupglu_S,3-hydroxy S-ibuprofen-glucuronide,MNXM1547088,,,,3hibupglu_S,,
3hibutcoa,(S)-3-hydroxyisobutanoyl-CoA,MNXM1365403,62611,,,3hibutcoa,WWEOGFZEFHPUAM-UQCJFRAESA-J,WWEOGFZEFHPUAM
3hivac,3-hydroxyisovaleric acid,MNXM36533,37084,HMDB0000754,,3hivac,AXFYFNCPONWUHW-UHFFFAOYSA-N,AXFYFNCPONWUHW
3hlvst,3''-hydroxy-lovastatin lactone form,MNXM744431,,,,3hlvst,PEIPDDGCLUETGA-UHFFFAOYSA-N,PEIPDDGCLUETGA
3hlvstacid,3-hydroxy-lovastatin acid form,MNXM1547089,,,,3hlvstacid,,
3hmbcoa,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA",MNXM1365084,57312,HMDB0001356,SLM:000001050,3hmbcoa,PEKYNTFSOBAABV-LQUDNSJZSA-J,PEKYNTFSOBAABV
3hmp,(S)-3-hydroxy-2-methylpropanoate,MNXM1365419,62638,HMDB0000023,,3hmp,DBXBTMSZEOQQDU-VKHMYHEASA-M,DBXBTMSZEOQQDU
3hodcoa,(3S)-hydroxyoctadecanoyl-CoA,MNXM1364621,87561,,,3hodcoa,WZMAIEGYXCOYSH-SFKGBVSGSA-J,WZMAIEGYXCOYSH
3hpcoa,3-hydroxypropanoyl-CoA,MNXM1103908,58528,HMDB0002125,SLM:000501100,3hpcoa,BERBFZCUSMQABM-IEXPHMLFSA-J,BERBFZCUSMQABM
3hpp,3-hydroxypropanoate,MNXM872,16510,HMDB0000700,,3hpp,ALRHLSYJTWAHJZ-UHFFFAOYSA-M,ALRHLSYJTWAHJZ
3hppa,3-(3-hydroxyphenyl)propanoate,MNXM1634,57277,HMDB0000375,,3hppa,QVWAEZJXDYOKEH-UHFFFAOYSA-M,QVWAEZJXDYOKEH
3hpppn,3-(3-hydroxyphenyl)propanoate,MNXM1634,57277,HMDB0000375,,3hppa,QVWAEZJXDYOKEH-UHFFFAOYSA-M,QVWAEZJXDYOKEH
3hpppnoh,3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative,MNXM1547093,,,,3hpppnoh,,
3hpppnohgluc,3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide,MNXM1547094,,,,3hpppnohgluc,,
3hpvs,3'-S-hydroxy-pravastatin,MNXM744432,,,,3hpvs,AIKHPBQZWYYTKO-UHFFFAOYSA-M,AIKHPBQZWYYTKO
3hpvscoa,3-S-hydroxy-pravastatin-CoA,MNXM1529743,,,,3hpvscoa,JNLKTTDCTQRMFT-UHFFFAOYSA-J,JNLKTTDCTQRMFT
3hpvstet,3'-S-hydroxy-pravastatin-tetranor,MNXM744434,,,,3hpvstet,QOBNBBCACMOHIA-UHFFFAOYSA-M,QOBNBBCACMOHIA
3hpvstetcoa,3-S-hydroxy-pravastatin-tetranor-CoA,MNXM1529744,,,,3hpvstetcoa,DWLCSASBBHKZMA-UHFFFAOYSA-J,DWLCSASBBHKZMA
3hsmv,3'-hydroxy-simvastatin-lactone form,MNXM744436,,,,3hsmv,ZHTMJJNBYMYMRV-UHFFFAOYSA-N,ZHTMJJNBYMYMRV
3hsmvacid,3'-hydroxy-simvastatin-acid form,MNXM744437,,,,3hsmvacid,DZVJXYHUMJMHKD-UHFFFAOYSA-N,DZVJXYHUMJMHKD
3htdcoa,(3S)-hydroxytetradecanoyl-CoA,MNXM1365104,62614,,SLM:000001020,3htdcoa,OXBHKMHNDGRDCZ-STLSENOWSA-J,OXBHKMHNDGRDCZ
3htmelys,"(3S)-3-hydroxy-N(6),N(6),N(6)-trimethyl-L-lysine",MNXM990,141499,HMDB0001422,,3htmelys,ZRJHLGYVUCPZNH-YUMQZZPRSA-O,ZRJHLGYVUCPZNH
3hxkynam,3-hydroxykynurenamine,MNXM36534,27421,HMDB0060281,,3hxkynam,ODOPEICAGBYCFH-UHFFFAOYSA-N,ODOPEICAGBYCFH
3ispvs,3-alpha-iso-pravastatin,MNXM1547096,,,,3ispvs,,
3ityr_L,3-iodo-L-tyrosine,MNXM163676,59898,HMDB0000021,,3ityr_L,UQTZMGFTRHFAAM-ZETCQYMHSA-N,UQTZMGFTRHFAAM
3ivcoa,3-hydroxyisovaleryl-CoA,MNXM1104561,62555,HMDB0006870,SLM:000501170,3hisovalcoa,PEVZKILCBDEOBT-CITAKDKDSA-J,PEVZKILCBDEOBT
3ivcrn,3-Hydroxyisovalerylcarnitine,MNXM1371891,,HMDB0061189,,3ivcrn,IGLHHSKNBDXCEY-SECBINFHSA-N,IGLHHSKNBDXCEY
3m4hpga,3-Methoxy-4-hydroxyphenylglycolaldehyde,MNXM730543,27932,HMDB0004061,,3m4hpga,VISAJVAPYPFKCL-QMMMGPOBSA-N,VISAJVAPYPFKCL
3mb2coa,3-methyl-(2E)-butenoyl-CoA,MNXM1104459,57344,HMDB0001493,SLM:000389948,3mb2coa,BXIPALATIYNHJN-ZMHDXICWSA-J,BXIPALATIYNHJN
3meacmp,3-methoxy-acetaminophen,MNXM1547101,,,,3meacmp,,
3mgcoa,3-methyl-(2E)-glutaconyl-CoA,MNXM1366954,57346,HMDB0001057,SLM:000597616,3mgcoa,GXKSHRDAHFLWPN-RKYLSHMCSA-I,GXKSHRDAHFLWPN
3mglutac,(E)-3-methylglutaconic acid,MNXM31452,37245,HMDB0000522,,3mglutac,WKRBKYFIJPGYQC-DUXPYHPUSA-N,WKRBKYFIJPGYQC
3mglutr,3-methylglutaric acid,MNXM738882,68566,HMDB0000752,,3mglutr,XJMMNTGIMDZPMU-UHFFFAOYSA-N,XJMMNTGIMDZPMU
3mhis,N(pros)-methyl-L-histidine,MNXM739680,143076,HMDB0000479,,3mhis,JDHILDINMRGULE-LURJTMIESA-N,JDHILDINMRGULE
3mlda,1-methyl-4-imidazoleacetic acid,MNXM91418,1606,HMDB0002820,,3mlda,ZHCKPJGJQOPTLB-UHFFFAOYSA-N,ZHCKPJGJQOPTLB
3mldz,1-methylimidazole-4-acetaldehyde,MNXM5416,28104,HMDB0004181,,3mldz,GCQHUBANENYTLB-UHFFFAOYSA-N,GCQHUBANENYTLB
3mob,3-methyl-2-oxobutanoate,MNXM732866,11851,HMDB0000019,,3mob,QHKABHOOEWYVLI-UHFFFAOYSA-M,QHKABHOOEWYVLI
3mop,(S)-3-methyl-2-oxopentanoate,MNXM1364657,35146,HMDB0000491,,3mop,JVQYSWDUAOAHFM-BYPYZUCNSA-M,JVQYSWDUAOAHFM
3mox4hoxm,Vanillylmandelic acid,MNXM730642,,HMDB0000291,,3mox4hoxm,CGQCWMIAEPEHNQ-QMMMGPOBSA-N,CGQCWMIAEPEHNQ
3mox4hpac,(4-hydroxy-3-methoxyphenyl)acetaldehyde,MNXM4183,28111,HMDB0005175,,3mox4hpac,GOQGGGANVKPMNH-UHFFFAOYSA-N,GOQGGGANVKPMNH
3moxtyr,3-methoxytyramine,MNXM3848,192089,HMDB0000022,,3moxtyr,DIVQKHQLANKJQO-UHFFFAOYSA-O,DIVQKHQLANKJQO
3mtp,S-Methyl propanethioate,MNXM727956,179441,HMDB0031192,,3mtp,AIILTVHCLAEMDA-UHFFFAOYSA-N,AIILTVHCLAEMDA
3ocddcoa,3-hydroxyoctadecadienoylcoa,MNXM1529745,,,,3ocddcoa,STPPRFBTKFLMMX-ZPARYVGFSA-H,STPPRFBTKFLMMX
3octdec2crn,3-Hydroxyoctadecadienoylcarnitine,MNXM744439,,,,3octdec2crn,WQYXCASYXUFNSI-UHFFFAOYSA-N,WQYXCASYXUFNSI
3octdeccrn,3-hydroxyoctadecanoylcarnitine,MNXM150922,73077,HMDB0240769,,3octdeccrn,PWZJXSPDNGIODC-UHFFFAOYSA-N,PWZJXSPDNGIODC
3octdece1coa,3-hydroxyoctadecenoylcoa,MNXM1529746,,,,3octdece1coa,LHAYYTCFPMUQNR-BZFGYQSTSA-J,LHAYYTCFPMUQNR
3octdece1crn,3-hydroxy-11Z-octadecenoylcarnitine,MNXM745779,139325,,,3octdece1crn,DGNPJQDFCXFOEZ-OEPBMOORSA-N,DGNPJQDFCXFOEZ
3octdectecoa,"3,6,9,12-octadecatetraenoylcoa",MNXM1529747,,,,3octdectecoa,WCELJRJTALYIIW-XTNNWRJESA-J,WCELJRJTALYIIW
3octpencoa,"3,6,9,12,15-Octadecapentenoyl Coenzyme A",MNXM744441,,,,3octpencoa,OXIBOYIJXMSCFS-CYLGIIOVSA-J,OXIBOYIJXMSCFS
3odcoa,3-oxodecanoyl-CoA,MNXM1104685,62548,,SLM:000001028,3odcoa,AZCVXMAPLHSIKY-HSJNEKGZSA-J,AZCVXMAPLHSIKY
3oddcoa,3-oxododecanoyl-CoA,MNXM1365085,62615,,SLM:000001024,3oddcoa,HQANBZHVWIDNQZ-GMHMEAMDSA-J,HQANBZHVWIDNQZ
3ohacmp,3-hydroxy-acetaminophen,MNXM1547106,,,,3ohacmp,,
3ohdcoa,3-oxohexadecanoyl-CoA,MNXM1104713,57349,,SLM:000000869,3ohdcoa,NQMPLXPCRJOSHL-BBECNAHFSA-J,NQMPLXPCRJOSHL
3ohglutac,3-hydroxyglutarate,MNXM36521,191379,HMDB0000428,,3ohglutac,ZQHYXNSQOIDNTL-UHFFFAOYSA-L,ZQHYXNSQOIDNTL
3ohodcoa,3-oxooctadecanoyl-CoA,MNXM1104572,71407,HMDB0006498,SLM:000000487,3ohodcoa,LGOGWHDPDVAUNY-LFZQUHGESA-J,LGOGWHDPDVAUNY
3ohsebac,3-hydroxysebacic acid,MNXM1374558,89182,,,3ohsebac,OQYZCCKCJQWHIE-UHFFFAOYSA-N,OQYZCCKCJQWHIE
3ohsebcoa,3-Hydroxy-Sebacoyl Coenzyme A,MNXM1529753,,,,3ohsebcoa,JHBHJIVEUAFZCF-UHFFFAOYSA-I,JHBHJIVEUAFZCF
3ohsubac,3-hydroxysuberic acid,MNXM36556,70766,HMDB0000325,,3ohsubac,ARJZZFJXSNJKGR-UHFFFAOYSA-N,ARJZZFJXSNJKGR
3ohsubcoa,(3S)-hydroxyoctanedioyl-CoA,MNXM146017,76333,,SLM:000389395,3ohsubcoa,CYUBPHQYPCCGFQ-HZHINSRMSA-I,CYUBPHQYPCCGFQ
3ohxccoa,3-oxohexacosanoyl-CoA,MNXM1106079,73980,HMDB0060241,SLM:000000589,3ohxccoa,VOMUIFOBQMYJPJ-CPIGOPAHSA-J,VOMUIFOBQMYJPJ
3otdcoa,3-oxotetradecanoyl-CoA,MNXM1103776,62543,HMDB0003935,SLM:000001022,3otdcoa,IQNFBGHLIVBNOU-QSGBVPJFSA-J,IQNFBGHLIVBNOU
3padsel,3'-phosphoadenylyl selenate,MNXM1103360,28450,HMDB0011104,,3padsel,AZRLZPIFEZUZLW-KQYNXXCUSA-N,AZRLZPIFEZUZLW
3pg,(2R)-3-phosphoglycerate,MNXM727604,58272,HMDB0000807,SLM:000489958,3pg,OSJPPGNTCRNQQC-UWTATZPHSA-K,OSJPPGNTCRNQQC
3php,3-phosphooxypyruvate,MNXM541,18110,HMDB0001024,,3php,LFLUCDOSQPJJBE-UHFFFAOYSA-K,LFLUCDOSQPJJBE
3sala,3-sulfino-L-alanine,MNXM1366157,61085,HMDB0000996,,3sala,ADVPTQAUNPRNPO-REOHCLBHSA-M,ADVPTQAUNPRNPO
3snpyr,3-sulfinopyruvate,MNXM2484,140699,HMDB0001405,,3snpyr,JXYLQEMXCAAMOL-UHFFFAOYSA-L,JXYLQEMXCAAMOL
3spyr,3-sulfopyruvate,MNXM594,57940,HMDB0004045,,3spyr,BUTHMSUEBYPMKJ-UHFFFAOYSA-L,BUTHMSUEBYPMKJ
3tdcrn,3-hydroxytetradecanoylcarnitine,MNXM150929,73063,HMDB0061640,,3tdcrn,GFAZJTUXMHGTOC-UHFFFAOYSA-N,GFAZJTUXMHGTOC
3tetd7ecoa,cis-(3S)-hydroxytetradec-7-enoyl-CoA,MNXM1529782,,,,CE1102,WGCARZJTIJIWSL-HKQLEDNKSA-J,WGCARZJTIJIWSL
3tetd7ecoacrn,3-hydroxy tetradecenoyl-7-carnitine,MNXM1547114,,,,3tetd7ecoacrn,,
3thexddcoa,"3-hydroxy trans7,10-hexadecadienoylcoa",MNXM1529754,,,,3thexddcoa,FODZOBVFWXSQFM-XVUFNMRTSA-J,FODZOBVFWXSQFM
3thexddcoacrn,"3-hydroxy trans7,10-hexadecadienoyl carnitine",MNXM1547115,,,,3thexddcoacrn,,
3ttetddcoa,"3-hydroxy trans5,8tetradecadienoyl coa",MNXM1529755,,,,3ttetddcoa,SDWYDRDZISFNSH-GZYFSVKVSA-J,SDWYDRDZISFNSH
3ttetddcoacrn,"3-hydroxy trans5,8tetradecadienoyl carnitine",MNXM1547116,,,,3ttetddcoacrn,,
3uib,Ureidoisobutyric acid,MNXM1363479,,HMDB0002031,,3uib,PHENTZNALBMCQD-VKHMYHEASA-N,PHENTZNALBMCQD
3ump,3'-UMP,MNXM1102189,60784,HMDB0060282,,3ump,FOGRQMPFHUHIGU-XVFCMESISA-L,FOGRQMPFHUHIGU
42A3HP24DB,"4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoate",MNXM4997,157756,HMDB0004083,,42A3HP24DB,YCJNYHCCOXVYAF-UHFFFAOYSA-M,YCJNYHCCOXVYAF
44mctr,"4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol",MNXM726167,17813,HMDB0001023,SLM:000000313,44mctr,LFQXEZVYNCBVDO-PBJLWWPKSA-N,LFQXEZVYNCBVDO
44mzym,"4,4-dimethyl-5alpha-cholesta-8,24-dien-3beta-ol",MNXM37116,18364,HMDB0001286,SLM:000000314,44mzym,CHGIKSSZNBCNDW-QGBOJXOESA-N,CHGIKSSZNBCNDW
46dhoxquin,"quinoline-4,6-diol",MNXM9072,28799,HMDB0004077,,46dhoxquin,XFALURCRIGINGT-UHFFFAOYSA-N,XFALURCRIGINGT
48dhoxquin,"quinoline-4,8-diol",MNXM9073,28883,HMDB0060289,,48dhoxquin,PYELIMVFIITPER-UHFFFAOYSA-N,PYELIMVFIITPER
4aabutn,4-acetamidobutanoate,MNXM2083,11951,HMDB0003681,,4aabutn,UZTFMUBKZQVKLK-UHFFFAOYSA-M,UZTFMUBKZQVKLK
4abut,4-aminobutanoate,MNXM192,59888,HMDB0000112,,4abut,BTCSSZJGUNDROE-UHFFFAOYSA-N,BTCSSZJGUNDROE
4abutn,4-aminobutanal,MNXM422,58264,HMDB0001080,,4abutn,DZQLQEYLEYWJIB-UHFFFAOYSA-O,DZQLQEYLEYWJIB
4aphdob,"4-(2-aminophenyl)-2,4-dioxobutanoate",MNXM466,58147,HMDB0000978,,4aphdob,CAOVWYZQMPNAFJ-UHFFFAOYSA-M,CAOVWYZQMPNAFJ
4bhglz,4-beta-OH-gliclazide,MNXM744447,,,,4bhglz,ASBOSFDUYXUJLV-UHFFFAOYSA-N,ASBOSFDUYXUJLV
4fumacac,4-fumarylacetoacetate,MNXM1379819,18034,HMDB0001268,,4fumacac,GACSIVHAIFQKTC-OWOJBTEDSA-L,GACSIVHAIFQKTC
4glu56dihdind,"4-S-Glutathionyl-5,6-Dihydroxyindoline",MNXM744448,,,,4glu56dihdind,OWLBFEJNNSEXED-ONGXEEELSA-M,OWLBFEJNNSEXED
4h2oglt,4-hydroxy-2-oxoglutarate,MNXM1365629,17742,HMDB0001479,,4h2oglt,WXSKVKPSMAHCSG-UHFFFAOYSA-L,WXSKVKPSMAHCSG
4hatvacid,para-hydroxyatorvastatin,MNXM159201,168285,HMDB0061014,,4hatvacid,SOZOATLLFFVAPM-UHFFFAOYSA-N,SOZOATLLFFVAPM
4hatvlac,4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone,MNXM744449,,,,4hatvlac,KDJMDZSAAFACAM-UHFFFAOYSA-N,KDJMDZSAAFACAM
4hbz,4-hydroxybenzoate,MNXM164,17879,HMDB0000500,,4hbz,FJKROLUGYXJWQN-UHFFFAOYSA-M,FJKROLUGYXJWQN
4hbzcoa,4-hydroxybenzoyl-CoA,MNXM1104715,57356,HMDB0060140,,4hbzcoa,LTVXPVBFJBTNIJ-TYHXJLICSA-J,LTVXPVBFJBTNIJ
4hdebrisoquine,4-hydroxydebrisoquin,MNXM10135,63800,HMDB0006468,,4hdebrisoquine,AKFURXZANOMQBD-UHFFFAOYSA-N,AKFURXZANOMQBD
4hexdtetcoa,"4,7,10,13-hexadecatetraenoylcoa",MNXM1529757,,,,4hexdtetcoa,JTUHLFLWSYGZLP-VGJAPEBHSA-J,JTUHLFLWSYGZLP
4hexdtricoa,"4,7,10-hexadecatrienoylcoa",MNXM1529758,,,,4hexdtricoa,YYLOAXRAIXUEOW-QNVWTHAYSA-J,YYLOAXRAIXUEOW
4hglusa,L-4-hydroxyglutamate semialdehyde,MNXM1278046,62637,HMDB0006556,,4hglusa,XCXUZPXOFFRGGP-DMTCNVIQSA-N,XCXUZPXOFFRGGP
4hmdgluc,4-OH-midazolam-glucuronide,MNXM744451,,,,4hmdgluc,MPHAZAPYEZYBRV-UHFFFAOYSA-N,MPHAZAPYEZYBRV
4hoxpacd,(4-hydroxyphenyl)acetaldehyde,MNXM479,15621,HMDB0003767,,4hoxpacd,IPRPPFIAVHPVJH-UHFFFAOYSA-N,IPRPPFIAVHPVJH
4hphac,4-hydroxyphenylacetate,MNXM735208,48999,HMDB0000020,,4hphac,XQXPVVBIMDBYFF-UHFFFAOYSA-M,XQXPVVBIMDBYFF
4hpro_LT,trans-4-hydroxy-L-proline,MNXM1379244,58375,HMDB0000725,,4hpro_LT,PMMYEEVYMWASQN-DMTCNVIQSA-N,PMMYEEVYMWASQN
4izp,4-imidazolone-5-propanoate,MNXM1380053,77893,,,4izp,MYNHYKDPSRPBNZ-UHFFFAOYSA-N,MYNHYKDPSRPBNZ
4mlacac,4-maleylacetoacetate,MNXM1379818,17105,HMDB0002052,,4mlacac,GACSIVHAIFQKTC-UPHRSURJSA-L,GACSIVHAIFQKTC
4mop,4-methyl-2-oxopentanoate,MNXM404,17865,HMDB0000695,,4mop,BKAJNAXTPSGJCU-UHFFFAOYSA-M,BKAJNAXTPSGJCU
4mptnl,4-methylpentanal,MNXM992,17998,HMDB0001318,SLM:000390241,4mptnl,JGEGJYXHCFUMJF-UHFFFAOYSA-N,JGEGJYXHCFUMJF
4mtob,4-methylsulfanyl-2-oxobutanoate,MNXM276,16723,HMDB0001553,,2kmb,SXFSQZDSUWACKX-UHFFFAOYSA-M,SXFSQZDSUWACKX
4mtolbutamide,4-hydroxytolbutamide,MNXM10136,63799,HMDB0006408,,4mtolbutamide,SJRHYONYKZIRPM-UHFFFAOYSA-N,SJRHYONYKZIRPM
4mzym_int1,4beta-methylzymosterol-4alpha-carboxylate,MNXM1378637,64925,HMDB0001181,SLM:000000315,4mzym_int1,MYWAIWDQTCHPTH-LJAIZBFVSA-M,MYWAIWDQTCHPTH
4mzym_int2,3-dehydro-4alpha-methylzymosterol,MNXM1378321,136486,HMDB0000981,SLM:000000316,4mzym_int2,DBPZYKHQDWKORQ-SINUOACOSA-N,DBPZYKHQDWKORQ
4nph,4-nitrophenol,MNXM526,57917,HMDB0001232,,4nph,BTJIUGUIPKRLHP-UHFFFAOYSA-M,BTJIUGUIPKRLHP
4nphsf,4-nitrophenyl sulfate,MNXM2618,140994,HMDB0006492,,4nphsf,JBGHTSSFSSUKLR-UHFFFAOYSA-M,JBGHTSSFSSUKLR
4ohbut,4-hydroxybutanoate,MNXM728793,16724,HMDB0000710,SLM:000389796,4hacd,SJZRECIVHVDYJC-UHFFFAOYSA-M,SJZRECIVHVDYJC
4ohmdz,4-hydroxymidazolam,MNXM151195,145331,HMDB0061090,,4ohmdz,ZYISITHKPKHPKG-UHFFFAOYSA-N,ZYISITHKPKHPKG
4ppan,(R)-4'-phosphopantothenate,MNXM735771,10986,HMDB0001016,,4ppan,XHFVGHPGDLDEQO-ZETCQYMHSA-K,XHFVGHPGDLDEQO
4ppcys,N-[(R)-4-phosphopantothenoyl]-L-cysteine,MNXM730898,59458,HMDB0001117,,4ppcys,XQYALQVLCNHCFT-CBAPKCEASA-K,XQYALQVLCNHCFT
4pyrdx,4-pyridoxate,MNXM1530,30959,HMDB0000017,,4pyrdx,HXACOUQIXZGNBF-UHFFFAOYSA-M,HXACOUQIXZGNBF
4tmeabut,4-(trimethylamino)butanal,MNXM940,18020,HMDB0001345,,4tmeabut,OITBLCDWXSXNCN-UHFFFAOYSA-N,OITBLCDWXSXNCN
4tmeabutn,4-(trimethylamino)butanoate,MNXM738927,16244,HMDB0001161,,4tmeabutn,JHPNVNIEXXLNTR-UHFFFAOYSA-N,JHPNVNIEXXLNTR
56dhpvs,"3-keto-5,6,-dihydroxy-pravastatin",MNXM1547143,,,,56dhpvs,,
56dihindlcrbxlt,"5,6-dihydroxyindole-2-carboxylate",MNXM726107,16875,HMDB0001253,,56dihindlcrbxlt,YFTGOBNOJKXZJC-UHFFFAOYSA-M,YFTGOBNOJKXZJC
56dthm,Dihydrothymine,MNXM1380447,,HMDB0000079,,56dthm,NBAKTGXDIBVZOO-VKHMYHEASA-N,NBAKTGXDIBVZOO
56dura,"5,6-dihydrouracil",MNXM506,15901,HMDB0000076,,56dura,OIVLITBTBDPEFK-UHFFFAOYSA-N,OIVLITBTBDPEFK
56eppvs,"5,6-epoxy-3-alpha-iso-pravastatin",MNXM744452,,,,56eppvs,LUUVNPNYODTZKG-UHFFFAOYSA-M,LUUVNPNYODTZKG
5a2opntn,5-amino-2-oxopentanoate,MNXM1714,58802,HMDB0006272,,5a2opntn,BWHGMFYTDQEALD-UHFFFAOYSA-N,BWHGMFYTDQEALD
5adtststerone,17beta-hydroxy-5alpha-androstan-3-one,MNXM1368329,16330,HMDB0002961,SLM:000001058,5adtststerone,NVKAWKQGWWIWPM-ABEVXSGRSA-N,NVKAWKQGWWIWPM
5adtststeroneglc,5alpha-dihydrotestosterone 17-O-(beta-D-glucuronate),MNXM488079,136914,HMDB0006203,SLM:000597801,5adtststeroneglc,CLQMBSSRTBUNDV-CPKOJWPQSA-M,CLQMBSSRTBUNDV
5adtststerones,5alpha-dihydrotestosterone sulfate,MNXM726151,136982,HMDB0006278,SLM:000597822,5adtststerones,KYVPWJSGFKNNLD-ABEVXSGRSA-M,KYVPWJSGFKNNLD
5aizc,5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate,MNXM737371,77657,HMDB0006273,,5aizc,XFVULMDJZXYMSG-ZIYNGMLESA-L,XFVULMDJZXYMSG
5aop,5-aminolevulinate,MNXM405,356416,HMDB0001149,,5aop,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,ZGXJTSGNIOSYLO
5cysdopa,5-S-Cysteinyldopamine,MNXM744453,166453,,,5cysdopa,BZYHBWCVRKSWDB-ZETCQYMHSA-N,BZYHBWCVRKSWDB
5cysgly34dhphe,5-S-Cysteinylglycine Dopa,MNXM744454,,,,5cysgly34dhphe,BEKGUNWQTPPXTG-JAMMHHFISA-N,BEKGUNWQTPPXTG
5dhf,pentaglutamyl folate,MNXM73177,140748,HMDB0006487,,5dhf,IVSPPVMFGMVDLI-LSBAASHUSA-N,IVSPPVMFGMVDLI
5dpmev,(R)-5-diphosphomevalonate,MNXM733934,57557,HMDB0001090,SLM:000000302,5dpmev,SIGQQUBJQXSAMW-ZCFIWIBFSA-J,SIGQQUBJQXSAMW
5eipenc,"5,8,11,14,17-Eicosapentenoic Acid",MNXM744455,,,,5eipenc,PWUCSTGNRWELJL-LRKAYDMASA-M,PWUCSTGNRWELJL
